wafer_id,lot_id,tool_id,process_date,exposure_dose,focus_offset,overlay_error,cd_mean,cd_uniformity,resist_thickness,particle_count,contamination_score,die_size,defect_type,failure_pattern,defect_density,yield_percent,pass_fail,yield_loss,risk_status
W0119,LOT-08,LITHO-03,2026-05-25,20.824491371644005,-0.07411489518323687,0.705714432766201,43.12655649337334,1.480853447102755,105.14325663856064,9,5.24604795779204,710,Misalignment,None,2.25,81.82,fail,18.18,requires review
W0120,LOT-04,LITHO-03,2026-04-22,21.119477157145788,-0.06544499225522381,2.632097106344581,45.65142986937312,1.9079852314593366,96.94266644006873,7,2.486702829260378,740,Particle,Random,2.325,76.43,fail,23.57,requires review
W0121,LOT-14,LITHO-03,2026-06-08,20.888854215035828,-0.20685671949389295,2.588752159956003,46.22941521051203,1.13719630879562,95.66146852042144,6,2.817624765230407,740,Particle,Edge-Loc,2.467,79.9,fail,20.1,requires review
W0122,LOT-21,LITHO-01,2026-03-27,20.68215824055729,-0.34346347438054803,2.416574099109862,44.0601841659418,1.4704180414709842,105.13013952276641,5,2.03791944205042,710,Etch Residue,Center,2.217,74.92,fail,25.08,requires review
W0123,LOT-20,LITHO-03,2026-06-27,21.139086648233445,-0.021038433553534325,2.887035824515681,43.635692902307476,1.7363006309632143,99.70868241224538,2,2.278881508347169,560,Misalignment,Edge-Loc,1.592,79.17,fail,20.83,requires review
W0124,LOT-15,LITHO-02,2026-05-18,20.722823242224162,-0.1796133569839246,1.3846203324772723,42.412772348940024,0.6665564309573279,100.50954115090292,8,1.2520295068897016,600,Misalignment,Near-full,2.959,60.99,fail,39.01,requires review
W0125,LOT-26,LITHO-04,2026-04-28,20.654563653951044,-0.015273095699161758,3.6061287703295974,44.68030375910979,1.8618251587786148,94.94412047262738,10,1.8663099525891926,515,Etch Residue,Center,2.314,77.47,fail,22.53,requires review
W0126,LOT-17,LITHO-02,2026-06-12,21.171299058866893,-0.28803705282782593,1.5284005728006926,44.302087278862075,1.086142299727747,99.41987860546247,5,0.2627745668528046,560,Misalignment,Center,1.497,82.66,fail,17.34,normal
W0127,LOT-03,LITHO-02,2026-04-03,20.77890408092894,-0.1371554024958464,2.7244560490405982,43.13877670518234,1.616198422709927,101.97124427280163,12,3.1685308947747073,515,Etch Residue,Center,3.175,71.55,fail,28.45,requires review
W0128,LOT-23,LITHO-03,2026-05-10,21.134257413938094,0.026752877154509552,1.018856613910654,45.543622507574604,1.5863391023637603,105.53543585896699,9,1.2434202515378812,515,Etch Residue,None,1.664,81.74,fail,18.26,requires review
W0129,LOT-18,LITHO-01,2026-02-21,21.150262212568666,0.06591772760110873,1.5488147189109647,44.46003554176242,1.8796052370123457,99.06932536830837,7,0.651747990229614,740,Etch Residue,Loc,1.728,82.9,fail,17.1,normal
W0130,LOT-20,LITHO-01,2026-06-23,20.373314049399635,0.07514495257356262,3.2614580527077353,43.70911684962572,1.692823533312739,108.29802925688348,6,1.941259172007124,710,Etch Residue,None,1.461,85.28,pass,14.72,normal
W0131,LOT-17,LITHO-02,2026-04-23,20.735317381874022,-0.2376880171482667,2.017370123899405,44.334513113231466,0.6679483278945066,99.39868710811676,5,1.4739497942253688,560,Scratch,None,1.523,89.58,pass,10.42,normal
W0132,LOT-17,LITHO-02,2026-05-21,21.790777316954056,0.1538434314244011,2.787945823592959,46.28556544671554,1.225327263495403,99.40425115397633,7,3.095952421519751,515,Etch Residue,None,2.269,84.24,fail,15.76,normal
W0133,LOT-03,LITHO-01,2026-03-24,20.36085626799614,-0.14403810538833306,2.3658687721034726,45.723524332506265,1.548371795273648,107.84195869721165,7,1.6377446720765738,600,Pattern Collapse,None,1.94,86.29,pass,13.71,normal
W0134,LOT-17,LITHO-02,2026-06-06,19.835840053066207,0.11391442462931516,2.1265292907998794,44.843968726201815,1.4317570398580746,102.80354857898288,4,1.0608404439133412,530,Particle,None,1.564,88.42,pass,11.58,normal
W0135,LOT-24,LITHO-02,2026-01-14,19.97598516571662,-0.0019149617912747664,3.154695227452883,45.742926022157825,1.6671637554148697,99.902306029756,5,1.6661545995002873,710,Etch Residue,Edge-Loc,1.968,77.08,fail,22.92,requires review
W0136,LOT-10,LITHO-02,2026-01-21,21.016010470617168,-0.2477497498340306,2.03433882274367,43.60690565233591,1.776278294484397,101.41049410151375,2,4.143527176074019,740,Etch Residue,None,1.749,85.59,pass,14.41,requires review
W0137,LOT-19,LITHO-02,2026-04-02,21.017004502917985,-0.05691558682461383,0.953483324705571,45.03884412087244,1.7129581077503877,107.14167959465982,6,3.162570191894363,530,Misalignment,None,1.501,88.14,pass,11.86,normal
W0138,LOT-01,LITHO-03,2026-05-12,20.935314029516185,0.06576547357147816,1.6377319356338067,45.17678679658376,1.4250037701059373,107.57157071457759,8,2.4824136580995337,515,Particle,Near-full,3.132,59.02,fail,40.98,requires review
W0139,LOT-11,LITHO-02,2026-05-26,21.667804405910676,0.11033376848542782,2.585834210091186,44.43619618980153,0.8537820461078319,98.89618591877303,3,3.2514009747641834,515,Misalignment,Scratch,1.838,84.3,fail,15.7,normal
W0140,LOT-14,LITHO-04,2026-03-21,19.529941061793384,-0.02537782153999535,2.4768563744537557,45.5225500031489,1.340581562900814,101.8387515216994,7,2.6103458709993728,515,Misalignment,Center,2.014,74.41,fail,25.59,requires review
W0141,LOT-30,LITHO-04,2026-04-27,21.217763630936954,0.2757202003081895,1.1030592248351936,44.06347985442666,1.6457288518486344,102.34259594513678,5,0.8431924283927041,530,Scratch,None,1.121,89.53,pass,10.47,normal
W0142,LOT-07,LITHO-02,2026-04-10,21.858791010991965,0.1813519387775806,1.6929602364142595,45.61178484933134,1.118343461607333,98.25228758003693,5,2.8325522820782174,515,Misalignment,None,2.009,82.23,fail,17.77,normal
W0143,LOT-09,LITHO-02,2026-06-23,20.379720579309556,-0.04619774095195551,1.7927950555584276,45.66223052583755,1.7209461555425518,101.78839679993003,5,3.5015224478364173,515,Particle,None,1.807,84.89,fail,15.11,normal
W0144,LOT-13,LITHO-03,2026-04-28,20.791106418515557,0.13502192618465,1.9441712841200427,41.49940814316352,1.8179376540435566,102.02022686971647,12,3.628015347478264,515,Misalignment,None,2.67,79.71,fail,20.29,requires review
W0145,LOT-30,LITHO-04,2026-03-17,20.58590944552426,0.34808282733387363,1.2368604879789142,46.42836684421214,1.5444034417035448,106.3327960199596,9,0.7002772680955358,515,Misalignment,Random,2.029,78.05,fail,21.95,requires review
W0146,LOT-26,LITHO-03,2026-06-24,20.50810967465736,0.35288722814094486,1.7601402243163653,41.342840921576695,0.42767704679066143,106.58821510758256,10,1.1684081292508521,600,Particle,Edge-Ring,1.892,84.95,fail,15.05,normal
W0147,LOT-02,LITHO-04,2026-01-20,20.820555897237327,-0.22103997854804952,1.6899726603183312,44.26074116933265,1.0526690730508688,100.74900428623577,9,1.0382182948993255,515,Misalignment,None,2.0,82.8,fail,17.2,normal
W0148,LOT-08,LITHO-03,2026-06-27,21.785116906026477,-0.16677596000828712,2.7400732818333435,46.230417641109305,2.1601662054946287,101.18697805332891,7,1.3507279915127057,710,Misalignment,Scratch,1.789,78.67,fail,21.33,requires review
W0149,LOT-25,LITHO-03,2026-01-28,22.010562671518137,0.26728538161209314,2.7663849176931707,44.61925592969707,1.3087117724400676,104.52431074781141,7,2.3126153088773127,515,Particle,None,2.005,81.61,fail,18.39,requires review
W0150,LOT-02,LITHO-02,2026-02-21,20.81523342622792,-0.1904905891507747,2.097932679337829,43.24057682103655,0.8055498719048515,99.77628389407735,6,1.9074872043071371,515,Etch Residue,None,1.761,85.0,pass,15.0,normal
W0151,LOT-26,LITHO-03,2026-05-28,22.04778311773546,-0.23805740399250222,1.9255721428904882,43.68751552593999,1.9323365859085953,104.23683257660213,5,1.9078767751374464,515,Misalignment,None,1.689,83.45,fail,16.55,normal
W0152,LOT-09,LITHO-01,2026-05-13,21.019567062341544,-0.08751494352582843,2.2979470184273794,46.23228689558474,1.5046744570402855,101.66595534799698,9,0.5467778653683699,600,Etch Residue,None,1.711,86.93,pass,13.07,normal
W0153,LOT-28,LITHO-03,2026-06-24,21.964530064685594,0.07564080770542543,1.6283974247810977,42.69419456334163,1.8867291711352039,98.31628540459324,12,1.1351199774665157,515,Misalignment,Near-full,3.012,57.43,fail,42.57,requires review
W0154,LOT-09,LITHO-04,2026-05-15,20.94868574269058,-0.018431407189997345,1.3972175424827915,46.35478932115442,1.5969355363267779,98.36402049105735,13,3.7992232872049314,560,Particle,None,2.483,78.94,fail,21.06,requires review
W0155,LOT-14,LITHO-01,2026-04-25,21.07208180432538,-0.11710145167300658,1.5418451537519984,44.93387748114925,1.660495697674259,107.49882304491818,7,3.491866194539019,515,Pattern Collapse,Edge-Loc,2.117,80.92,fail,19.08,requires review
W0156,LOT-20,LITHO-03,2026-03-04,21.20101095995356,-0.12135824311041161,1.7556307852199806,43.56912560346908,1.6270532367000807,101.40559837925547,4,1.618094668048297,740,Misalignment,None,1.297,88.53,pass,11.47,normal
W0157,LOT-04,LITHO-01,2026-01-01,22.748369523652144,-0.12822067159428757,1.3855683401454106,44.300261913236774,1.74412090917235,108.23334555681359,5,2.8376018245120975,515,Particle,Random,2.23,78.29,fail,21.71,requires review
W0158,LOT-17,LITHO-03,2026-01-23,21.468207066164634,-0.15831173315860966,2.3134416913440123,43.77933079067803,2.297100656994634,100.04818220928334,3,2.1745624488429525,530,Scratch,Edge-Loc,1.568,82.14,fail,17.86,normal
W0159,LOT-16,LITHO-01,2026-02-23,20.611004508526694,0.41069391790969106,2.710800971648596,46.03947024103024,1.8398522175857157,103.10657976429968,5,3.042328155878033,710,Particle,Center,2.42,75.65,fail,24.35,requires review
W0160,LOT-24,LITHO-04,2026-01-08,21.532948828651723,0.05355199281339988,1.089031189441231,45.878913371715406,0.9468812387540628,111.09217154746932,5,2.918925877037448,515,Etch Residue,None,1.636,84.8,fail,15.2,normal
W0161,LOT-30,LITHO-01,2026-04-02,20.800992104603612,0.15961662979285293,2.2175900978512235,42.937006639348745,1.6563315303476163,97.98193037027954,13,1.7117683496842686,515,Etch Residue,Random,3.002,72.21,fail,27.79,requires review
W0162,LOT-20,LITHO-04,2026-05-20,20.730637399404333,-0.08803394426140626,2.0460449433135652,44.5156894577768,1.8995182688361263,94.78830490038085,6,2.492575645971801,710,Pattern Collapse,Center,2.117,79.62,fail,20.38,requires review
W0163,LOT-13,LITHO-04,2026-06-23,21.49973074794066,-0.03347220189348879,2.4390560798757623,43.964177205186864,1.9209452822876512,106.88904249889148,7,2.271815225346071,515,Pattern Collapse,None,2.091,82.71,fail,17.29,normal
W0164,LOT-13,LITHO-03,2026-03-30,21.017097073274133,-0.1284397166466639,2.1909428623274887,46.55221196215125,1.3506882559293152,98.85812539950632,5,1.7439963884345187,515,Particle,Near-full,2.834,59.31,fail,40.69,requires review
W0165,LOT-13,LITHO-03,2026-06-07,21.153216752981493,-0.4773075002854563,1.1824805040478585,43.379881058248294,1.9077305558158446,101.92131581639632,6,1.488416177382496,530,Etch Residue,None,1.671,85.08,pass,14.92,normal
W0166,LOT-25,LITHO-03,2026-06-27,21.007691872025912,-0.2480416698326159,1.3163274907999845,46.92507492562201,1.8247098398429218,99.77351080028397,6,4.801929068521041,515,Particle,None,1.897,84.94,fail,15.06,requires review
W0167,LOT-10,LITHO-04,2026-06-04,21.185120719632987,-0.32591136239647106,2.220596502909481,44.96004631257968,2.4003811029394053,103.0190185676302,4,1.7455275643994714,740,Etch Residue,Center,1.463,80.68,fail,19.32,requires review
W0168,LOT-06,LITHO-01,2026-03-25,21.233731243589883,-0.40496108003128933,2.9201466438218566,43.605678712343895,1.2374993923130209,98.38796241269418,6,2.724241104805689,600,Etch Residue,None,2.21,84.46,fail,15.54,normal
W0169,LOT-11,LITHO-03,2026-02-28,19.934668187012022,-0.2151646153736585,0.6500688402698982,44.18727097918887,1.322409798259851,101.31622766604343,5,4.5738289473108855,560,Particle,Center,2.247,76.35,fail,23.65,requires review
W0170,LOT-01,LITHO-01,2026-06-26,21.366614967735245,0.23849202228869354,2.442008605861106,44.03805739107786,1.392858333039016,103.70929824091483,10,2.4898330458636946,515,Particle,None,2.439,85.11,pass,14.89,normal
W0171,LOT-04,LITHO-03,2026-02-13,20.459889319093335,-0.007998510186783795,3.0327354037013503,43.47045791758139,1.3284222474864287,98.1684262321578,5,2.4165025310254555,600,Particle,None,1.805,82.22,fail,17.78,normal
W0172,LOT-03,LITHO-01,2026-03-16,20.206735475442322,0.23230147721781133,2.092881886655651,45.11379223167645,1.188492737582739,99.33968068734562,4,1.7526671241954002,600,Particle,None,1.807,82.3,fail,17.7,normal
W0173,LOT-24,LITHO-03,2026-01-14,20.967873815877724,0.07397686384215756,2.5851417472185085,43.52650133916979,0.5330635730141899,100.67994523232558,14,2.299221006948233,515,Particle,None,2.625,79.28,fail,20.72,requires review
W0174,LOT-22,LITHO-03,2026-05-23,21.04618955182295,0.14086058862872866,1.7078516433715387,42.38356054951417,1.347855184196903,96.57050134994014,6,1.399111178382544,740,Scratch,Random,2.046,74.62,fail,25.38,requires review
W0175,LOT-21,LITHO-02,2026-04-27,20.618571609485244,-0.16216145915482352,2.1164436605061865,44.54438823498219,1.6292753208949666,100.39426826536476,4,7.702965364598198,560,Misalignment,Center,3.015,66.02,fail,33.98,requires review
W0176,LOT-14,LITHO-02,2026-01-16,21.457067521717384,0.09431117175468073,1.0653605371842942,42.83657256429854,1.3273723540729312,102.45142685163103,7,0.5584488270917745,710,Scratch,Center,1.99,81.89,fail,18.11,requires review
W0177,LOT-22,LITHO-03,2026-02-09,20.261803658496,0.13116856213338227,0.5589596841067885,44.09740695831898,2.177383414235188,100.48171402196397,8,1.5561667081823272,515,Scratch,None,1.527,87.88,pass,12.12,normal
W0178,LOT-05,LITHO-03,2026-04-10,20.77618093817509,-0.10379651260206472,2.859936060857693,43.90907653367597,1.504681534450552,100.96876932685944,4,2.5169415121466514,515,Etch Residue,Edge-Ring,1.873,80.19,fail,19.81,requires review
W0179,LOT-28,LITHO-02,2026-04-08,20.67831922578685,0.10071726671090994,1.5105035505928908,43.954540713569024,1.9518601693144473,101.92437365055497,8,2.4179394107043883,600,Misalignment,None,1.663,85.29,pass,14.71,normal
W0180,LOT-16,LITHO-03,2026-05-25,20.974377001313364,0.10191379654346992,1.8811305084975989,47.40115572190818,1.5914971444554888,99.50817484275721,9,1.3973421430494093,710,Scratch,None,2.172,82.69,fail,17.31,normal
W0181,LOT-29,LITHO-04,2026-02-17,21.15337535655598,-0.09891947180341491,1.229490422710865,45.067693880603485,1.7892425584626404,104.62603775029413,7,0.38791218631209656,530,Etch Residue,Edge-Loc,1.689,87.45,pass,12.55,normal
W0182,LOT-05,LITHO-01,2026-06-16,20.44565887770705,-0.2020983178087791,1.2130212078412872,45.2944452107944,1.5977345438767467,107.45671687424675,3,0.643836544794796,515,Etch Residue,Center,1.452,81.56,fail,18.44,requires review
W0183,LOT-15,LITHO-01,2026-03-22,21.398355472600926,-0.213143099741689,2.078313609933769,42.868322044389245,1.9790746211662469,100.2353545096573,4,2.0001168790172783,710,Scratch,Edge-Ring,2.297,76.63,fail,23.37,requires review
W0184,LOT-21,LITHO-01,2026-05-29,21.034651302584084,0.015570997545863122,1.6892959641050478,44.215244239635695,1.5195787725463403,103.84375327961529,9,0.281297794113733,515,Etch Residue,Near-full,2.921,60.76,fail,39.24,requires review
W0185,LOT-15,LITHO-03,2026-02-12,19.959429560678448,0.058861776382076667,2.464579698596289,45.258363155929814,1.673642247831075,101.08945480934834,8,2.634585932900622,530,Misalignment,Loc,2.125,78.89,fail,21.11,requires review
W0186,LOT-14,LITHO-02,2026-01-07,19.922774707781635,-0.1426546494824246,2.5167768932857144,43.770565304504395,1.6282165267775153,103.38885191114632,8,3.6805695190438454,600,Scratch,None,2.325,85.99,pass,14.01,normal
W0187,LOT-05,LITHO-03,2026-01-10,20.99322438888888,0.004785361438697755,2.4245947524272253,46.08967541222158,1.3991000896554384,107.94996221857237,5,2.9450087437961616,515,Misalignment,None,1.701,84.05,fail,15.95,normal
W0188,LOT-12,LITHO-03,2026-03-09,20.878467975217504,0.10269666650492737,2.367020553649911,43.55676409691876,1.641743811623637,103.93290626346878,5,3.327982254385975,515,Scratch,None,1.886,85.94,pass,14.06,normal
W0189,LOT-08,LITHO-02,2026-06-21,20.943118937533953,0.11127432863975414,3.30443774345232,44.656360636961786,2.2820351861691885,95.26102475252321,8,0.2932264448750623,515,Particle,Loc,2.04,83.8,fail,16.2,normal
W0190,LOT-10,LITHO-04,2026-01-09,20.98460964890838,0.2793384216220479,1.45268436166858,44.29673803202933,1.4053610702665953,103.72518339949845,7,1.4383566309128297,740,Particle,Random,1.972,77.06,fail,22.94,requires review
W0191,LOT-21,LITHO-03,2026-03-08,21.1240579117306,0.2298565497956478,2.1615455936579577,45.1971847912583,1.646812712498637,106.68488222457424,6,0.7898233876598431,530,Misalignment,Random,1.745,78.02,fail,21.98,requires review
W0192,LOT-19,LITHO-01,2026-01-20,21.521207285416565,-0.18023245789617792,2.9928828743637124,44.23141191377349,1.9402226328043048,101.15793455400721,6,0.4542455408817627,600,Particle,None,1.955,87.26,pass,12.74,normal
W0193,LOT-19,LITHO-02,2026-06-17,20.388892304495343,0.303045517716844,3.0851778665366254,44.67492764751488,1.899088648330498,105.78341226324777,4,1.2253453217971144,740,Pattern Collapse,Loc,1.94,82.55,fail,17.45,normal
W0194,LOT-11,LITHO-02,2026-05-02,20.355415623904562,-0.09557577082002866,1.2047654454587993,44.71664388986642,1.504100746201778,99.37756094362261,2,4.503322198362281,600,Particle,Center,1.897,74.71,fail,25.29,requires review
W0195,LOT-29,LITHO-01,2026-05-18,20.398671878161938,0.18807710624179694,1.9813511908408912,44.11873469113044,0.6658139539649235,96.35495119381537,6,5.286784921328726,560,Etch Residue,Loc,2.694,71.9,fail,28.1,requires review
W0196,LOT-03,LITHO-01,2026-05-09,21.15890416694279,0.012237592689195992,3.1506847671070823,45.582112642196535,1.6808459865269632,102.53644227156403,5,0.8772789399168006,560,Particle,Center,2.027,73.46,fail,26.54,requires review
W0197,LOT-11,LITHO-04,2026-04-29,21.684721058255544,-0.07418688812225416,2.555655373639346,45.28606604980491,0.7231840094819316,95.32538846116401,6,1.833270694208957,530,Pattern Collapse,None,1.86,86.56,pass,13.44,normal
W0198,LOT-04,LITHO-02,2026-05-20,20.762763308968267,-0.3253854347594879,2.336684122035841,44.8936632656962,2.014478030829431,101.08887015100436,8,2.277456521712362,560,Misalignment,None,2.241,82.27,fail,17.73,normal
W0199,LOT-11,LITHO-02,2026-01-02,19.62406508571219,-0.030881611838942672,2.0476207145957406,44.483449999845654,1.5593158549176411,106.89000059805291,8,1.4460119725336582,740,Particle,Random,2.241,76.22,fail,23.78,requires review
W0200,LOT-29,LITHO-03,2026-06-05,20.062803925564292,-0.2806889823550096,1.9313393520045783,45.955852836624,1.849885906955196,94.74290095816413,7,3.8489303974965456,710,Particle,None,2.327,77.48,fail,22.52,requires review
W0201,LOT-11,LITHO-03,2026-05-14,20.541829802462193,0.17411386245169902,2.401753344163227,44.71699890742298,1.1842611016366322,97.13791217552719,7,1.2396011584716793,530,Misalignment,None,1.934,82.76,fail,17.24,normal
W0202,LOT-28,LITHO-04,2026-05-14,20.69324911187763,0.27302267828506466,2.023338112510862,44.63196325460888,0.956622384344981,98.078277468386,10,1.0869251719930118,530,Pattern Collapse,None,2.06,83.75,fail,16.25,normal
W0203,LOT-15,LITHO-03,2026-03-12,20.775386255009902,-0.14344397807340423,2.170194965268889,45.12562803586575,1.5912640344494084,101.75938453309836,7,0.9159237146006797,740,Pattern Collapse,None,1.654,85.58,pass,14.42,normal
W0204,LOT-21,LITHO-02,2026-05-25,21.021219617639506,0.0543547336534688,2.2550190942805264,47.035904019565024,1.4882387960153503,100.6102762145444,6,1.438548336988595,515,Misalignment,Random,2.325,76.35,fail,23.65,requires review
W0205,LOT-14,LITHO-02,2026-03-10,20.828539518047656,-0.13057047396143556,1.7253499300545507,43.391572550374555,1.327960710844992,107.31671825044513,6,0.10373123164499966,710,Misalignment,None,1.272,91.29,pass,8.71,normal
W0206,LOT-08,LITHO-04,2026-01-09,21.577136785798874,-0.11312725142462213,2.572490561717007,45.92382827166642,1.5296314482564672,105.62652365054845,6,1.489303134190569,515,Particle,None,1.833,90.8,pass,9.2,normal
W0207,LOT-23,LITHO-03,2026-06-13,20.628190481875247,0.13940904669576684,4.239971253890793,42.72819460651427,2.468602562211291,103.88203719506068,5,1.9124830596451123,600,Misalignment,Loc,2.366,77.96,fail,22.04,requires review
W0208,LOT-30,LITHO-04,2026-02-12,20.525725122288453,-0.0069368871318142514,0.9561093524717477,45.26072778987435,1.79208394157917,102.55339519450676,12,1.9968900922942603,710,Etch Residue,Center,2.305,80.29,fail,19.71,requires review
W0209,LOT-08,LITHO-01,2026-01-19,21.263381546186253,0.3131366475475821,2.426808766932986,46.89009939313048,1.8673245120521615,103.49427315254235,6,0.749994507750383,560,Particle,None,1.527,85.93,pass,14.07,normal
W0210,LOT-24,LITHO-04,2026-04-22,20.155396861540634,-0.08680184616652578,1.6678669379667663,45.58640222936077,1.7953779120436744,98.72446704980918,6,1.9706183088477196,515,Etch Residue,None,1.604,82.92,fail,17.08,normal
W0211,LOT-08,LITHO-03,2026-02-12,21.214330437926,0.17988053984540806,2.604181804263475,45.20475009424775,2.0178117503482675,105.25739934351513,4,1.942408009374337,710,Scratch,None,1.591,85.73,pass,14.27,normal
W0212,LOT-22,LITHO-01,2026-06-04,21.056404251049447,0.017534414332400758,2.2325902313295027,44.32746063743631,1.4334749144847394,97.77423183343504,8,1.9722928000000914,530,Particle,None,1.709,82.34,fail,17.66,normal
W0213,LOT-24,LITHO-03,2026-03-21,20.918906630545006,0.14324004175396196,2.7332983418297245,45.037256640586264,0.7808335423136472,105.17443257682848,5,2.9821670184271865,530,Particle,None,1.866,84.26,fail,15.74,normal
W0214,LOT-14,LITHO-03,2026-01-01,21.873551858932096,-0.0804883783193904,3.0228546035561457,44.697524621515974,1.4339948534478966,106.50734150805155,7,0.7235257294881923,560,Particle,None,1.854,84.09,fail,15.91,normal
W0215,LOT-23,LITHO-01,2026-06-21,20.657785905087906,-0.008920590759284888,2.334694782437727,44.056828070482375,1.7841074984987757,102.80128548793473,8,1.4587399959539504,530,Particle,Edge-Ring,2.275,75.61,fail,24.39,requires review
W0216,LOT-09,LITHO-02,2026-04-03,22.133163993788244,-0.020789798273808256,2.992436601889925,44.652149261430154,1.1605698617097242,101.33039037594449,9,0.3623391124273851,600,Particle,Loc,2.225,84.36,fail,15.64,normal
W0217,LOT-03,LITHO-04,2026-02-17,20.876012702924545,-0.15049028067224168,0.5589914743479261,45.23805739275173,1.4382719173287344,103.52117765157676,10,2.8042850213273742,515,Etch Residue,Near-full,2.792,56.89,fail,43.11,requires review
W0218,LOT-03,LITHO-02,2026-05-02,20.297640955266374,0.11917467622471548,3.313316608541216,44.07933951776323,1.2578805899491905,91.12623019361745,8,0.8230370965060778,530,Particle,None,2.106,80.58,fail,19.42,requires review
W0219,LOT-14,LITHO-02,2026-04-06,21.038455769547156,0.11704482100410554,2.4625435063246384,44.03246181517838,2.0257102381450958,103.14858123024476,7,3.2836273316953064,740,Etch Residue,None,2.074,85.04,pass,14.96,normal
W0220,LOT-28,LITHO-02,2026-01-06,20.40806513982468,0.106839845083002,2.9544903490216274,43.36770787488939,1.7623099553922974,101.56925480820874,6,3.3582653914481155,515,Scratch,Donut,2.449,75.55,fail,24.45,requires review
W0221,LOT-04,LITHO-02,2026-05-17,20.586534283702576,0.276653817705176,1.346086978610935,45.46887003130667,1.7280392172253856,101.80761317038343,5,1.5648924335504946,530,Pattern Collapse,Edge-Ring,1.659,86.2,pass,13.8,normal
W0222,LOT-14,LITHO-04,2026-03-14,21.21836831500852,0.2608820642225346,1.6184610828762653,45.65438791436047,1.71756045959234,104.68482354901174,5,1.5059729087033487,600,Etch Residue,Center,1.796,78.92,fail,21.08,requires review
W0223,LOT-22,LITHO-03,2026-05-06,21.305570148757567,-0.06749004417284436,2.302156805901342,45.27799253308382,1.4869627616067556,101.71587809805403,6,0.5142697847713279,740,Particle,None,1.506,86.93,pass,13.07,normal
W0224,LOT-07,LITHO-01,2026-06-11,20.65780776486016,0.06714941731815208,2.1880734774637762,46.1582045912744,1.5691446988846263,97.6672139447256,8,1.7918466627010392,560,Particle,None,1.926,85.78,pass,14.22,normal
W0225,LOT-22,LITHO-04,2026-04-20,21.54307282977552,-0.11224812406647827,2.3981480116069926,45.105441164496874,1.0851853968136889,101.46266985086356,7,2.9653065871474253,710,Particle,Center,2.631,76.09,fail,23.91,requires review
W0226,LOT-10,LITHO-04,2026-05-01,21.636629266911623,0.004203956900619982,2.9591606126509764,45.470413124838906,0.7347453074373014,102.25671083950714,6,2.1433632936882216,515,Pattern Collapse,Center,2.231,79.08,fail,20.92,requires review
W0227,LOT-25,LITHO-02,2026-02-15,21.78996596610981,-0.10795490084139565,0.9643457792880059,45.364604910765074,1.5525283956207585,102.43674886400785,4,4.145475967945518,530,Pattern Collapse,None,1.906,83.55,fail,16.45,requires review
W0228,LOT-18,LITHO-04,2026-02-12,21.291177373919147,0.2916126556444892,2.8816733502021163,44.89015197669815,1.6133965896952505,102.61529359568326,7,1.3356765534847912,740,Misalignment,Random,2.503,76.19,fail,23.81,requires review
W0229,LOT-17,LITHO-01,2026-03-16,21.749885791647134,0.0654656670617333,2.2057973369705492,44.363013806244425,1.9232425989488822,105.9496023706905,10,1.3343631331958161,740,Misalignment,Center,2.47,78.6,fail,21.4,requires review
W0230,LOT-06,LITHO-04,2026-06-03,19.965560864614268,-0.03924524305879598,2.0573526972128167,47.656983138950295,2.0499675356288285,97.87306869847023,8,0.870044339007282,560,Misalignment,Center,1.732,81.74,fail,18.26,requires review
W0231,LOT-14,LITHO-03,2026-04-05,20.825151398254345,0.21485134293414784,1.170219335930577,44.45765882417579,2.049499469749631,102.66766173342643,5,5.904937722580484,560,Particle,None,2.401,79.37,fail,20.63,requires review
W0232,LOT-26,LITHO-03,2026-03-04,20.523147109022116,-0.3907107737631741,2.552134067863806,44.200946746655475,1.1506917423471428,106.90173285474931,8,0.5098231252514509,530,Pattern Collapse,Edge-Ring,1.969,79.07,fail,20.93,requires review
W0233,LOT-01,LITHO-01,2026-05-21,21.065574223620064,-0.36253846707575216,0.5101245042782743,45.52081178814013,1.3767072377675809,95.40847631163865,6,2.8272333124408378,515,Particle,Edge-Ring,1.969,82.75,fail,17.25,normal
W0234,LOT-23,LITHO-04,2026-06-03,20.685702929441796,0.1432509579395593,2.6538758078670988,45.302225298354,1.668117003558483,102.68265738696421,9,3.0052781235101977,740,Misalignment,None,2.199,82.54,fail,17.46,normal
W0235,LOT-15,LITHO-01,2026-06-12,20.908613186927646,0.01088432066112625,1.155525915168906,43.31425014286761,2.386166637209762,99.77556169250244,5,2.9223253136339156,710,Misalignment,Edge-Loc,1.631,81.15,fail,18.85,requires review
W0236,LOT-22,LITHO-01,2026-02-23,22.035196184112227,0.04508033404693691,2.237420538832232,46.34721390547649,2.0180347212998706,100.5913005390022,3,0.9306676511618496,530,Particle,Edge-Loc,1.837,85.04,pass,14.96,normal
W0237,LOT-20,LITHO-01,2026-05-08,20.90665411196879,-0.23875129859733876,2.116581813870456,44.886966509579,1.8917890066994332,98.5617314877852,7,1.5642506284801272,515,Misalignment,Loc,1.875,78.38,fail,21.62,requires review
W0238,LOT-13,LITHO-03,2026-04-17,21.227585774454617,-0.004182067953065916,3.0186767031057187,43.666882685741136,1.3642742155577483,101.35570728033831,9,2.5653938869115147,530,Scratch,None,2.512,84.74,fail,15.26,normal
